CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
0502178646,NO DISPONIBLE,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'SAGRADO CORAZON',"5A AVE 5-92, ZONA 1",00000000,NO CONOCIDO,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),ESCUINTLA
0502187846,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",CALZADA 15 DE SEPTIEMBRE 5-250 SANTA LUCIA COTZUMALGUAPA,78826459,JUAN FRANCISCO GODOY DAVILA,MIRNA RUTILIA ALVAREZ BOJORQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502192246,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO EDUCATIVO INGENIO LA UNION,KILOMETRO 98.8 CARRETERA A INGENIO LOS TARROS FINCA LOS TARROS,77401593,JUAN FRANCISCO GODOY DAVILA,EDUARDO NOƓESTRADA SANTIZO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0502196946,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO COSTASUR,CAMINO A VISTA LINDA CONTIGUO AL HIPROMO MUNICIPAL 0-1,78821541,JUAN FRANCISCO GODOY DAVILA,LUIS ALBERTO FIGUEROA ALVAREZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502204446,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR,4A. AV. 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,LIC. CRISTIAN ALEXANDER PⱰEZ GONZLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502205346,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARROQUIAL MARIA AUXILIADORA,3A. AV. 5-70 ZONA 1,78821111,JUAN FRANCISCO GODOY DAVILA,DIANA PAOLA PEREIRA RODRIGUEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0502231346,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,CALZADA 15 DE SEPTIEMBRE 5-250,78826174,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,ESCUINTLA
0502240246,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZ,"4TA. AV. NORTE 1RA. C. ""A"" LOTIFICACI EL BILBAO",77746400,JUAN FRANCISCO GODOY DAVILA,MAŔ DOLORES PⱰEZ TUCHN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502255546,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZ,"4TA. AV. NORTE 1RA. C. ""A"" LOTIFICACI EL BILBAO",77746400,JUAN FRANCISCO GODOY DAVILA,MAŔ DOLORES PⱰEZ TUCHN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502255646,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,KM 87.5 CARRETERA CA-2 AL PACIFICO.,78822518,JUAN FRANCISCO GODOY DAVILA,JULIETA CORDERO SANCHEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502255746,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNOLOGICO PROESUR,KM. 92.5 FINCA CAMANTULUL CARRETERA A MAZATENANGO,79552800,JUAN FRANCISCO GODOY DAVILA,INGRIS BEATR͚ TORRES SABAQUϾ/TD>,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
0502255846,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO AMERICANO DEL SUR,KM. 92.5 FINCA CAMANTULUL,79552800,JUAN FRANCISCO GODOY DAVILA,MAŔ DE LOS ANGELES MORALES POSADAS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502257246,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR,4A. AV. 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,LIC. CRISTIAN ALEXANDER PⱰEZ GONZLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502260846,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,CALZADA 15 SEPTIEMBRE,78821827,JUAN FRANCISCO GODOY DAVILA,JOSƓLUIS QUIЯNEZ SOLӒZANO,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502264946,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,"CALZADA 15 DE SEPTIEMBRE 5-250, ZONA 1",78826174,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
0502265046,05-006,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,"CALZADA 15 DE SEPTIEMBRE 5-250, ZONA 1",78826174,LUCINDA ARCHILA GUERRERO DE PAREDES,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),ESCUINTLA
0502265146,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR,4A. AV. 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,LIC. CRISTIAN ALEXANDER PⱰEZ GONZLEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502271046,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",CALZADA 15 DE SEPTIEMBRE 5-250 SANTA LUCIA COTZUMALGUAPA,78826459,JUAN FRANCISCO GODOY DAVILA,MIRNA RUTILIA ALVAREZ BOJORQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502275546,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO DE EDUCACION PARA ADULTOS,FINCA MADRE TIERRA,00000000,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),ESCUINTLA
0502285946,05-010,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA LAS PLAYAS,00000000,HECTOR MANCILLA ORTIZ,NO CONOCIDO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0502287746,05-008,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZON,5A. AV. SUR 5-92 ZONA 1,78826042,LINDA ESMERALDA SANCHEZ DE MORALES,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502290446,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO EDUCATIVO INGENIO LA UNION,"KM. 98.8, CARRETERA A INGENIO LOS TARROS, FINCA LOS TARROS",77401593,JUAN FRANCISCO GODOY DAVILA,EDUARDO NOƓESTRADA SANTIZO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0502297146,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,CALZADA 15 DE SEPTIEMBRE 5-520,78826174,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502300046,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO CRISTIANO EMMANUEL,5A. C. PONIENTE 0-19 ZONA 1,56647346,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502300146,05-010,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO MUNICIPAL DE BACHILLERATO 'PARCELAMIENTO EL JABALI',PARCELAMIENTO EL JABALI KM. 135 CARRETERA A NUEVA CONCEPCION,00000000,HECTOR MANCILLA ORTIZ,NO CONOCIDO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0502300346,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,"INSTITUTO MUNICIPAL DE BACHILLERATO EN COMPUTACI CON ORIENTACI COMERCIAL ""COLONIA MAYA""",COLONIA MAYA KM. 95 CARRETERA A SAN PEDRO YEPOCAPA,51222689,JUAN FRANCISCO GODOY DAVILA,ORFA SUSANA PⱰEZ ALEMN,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0502304846,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO DIVERSIFICADO CON PROYECCION COMUNITARIA,5A. C. 2-251 CALZADA 15 DE SEPTIEMBRE,78828888,JUAN FRANCISCO GODOY DAVILA,NO CONOCIDO,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503000146,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACION DE ADULTOS BUGANVILIA,FINCA BUGANVILIA INGENIO MAGDALENA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DOMINICAL,ESCUINTLA
0503000646,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL MIXTO DE EDUCACION DIVERSIFICADA,ALDEA EL ARENAL,00000000,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ENEDINA DE JESUS ZOPON CIFUENTES,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA
0503000946,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,FRENTE COLONIA SAN VICENTE LA CAMPI,58505333,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ROSA MARLENY FOLGAR SANDOVAL,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0503001146,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,FRENTE COLONIA LA CAMPI,78803015,KARLA MARISOL MARTINEZ AVILA DE MELGAR,INGRID ARACELY ARƉALO REYES,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0503001946,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACI DE ADULTOS BUGANVILIA,FINCA BUGANVILIA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0503002246,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO EDUCATIVO BUGANVILIA,FINCA BUGANVILIA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503002446,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE EDUCACI BSICA Y DIVERSIFICADO,2A AV. Y 2A C. LOTE NO. 02 ZONA 0 DE ALDEA EL PILAR,47369491,KARLA MARISOL MARTINEZ AVILA DE MELGAR,KATERIN DANIELA GARĆ BUCHN,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503002546,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO EDUCATIVO BUGANVILIA,FINCA BUGANVILIA INGENIO MAGDALENA,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503002946,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,6A AV. 1-55 CASCO URBANO,51803715,KARLA MARISOL MARTINEZ AVILA DE MELGAR,LILIAN AMARILIS URRUTIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503003046,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,6TA. AV. 1-55 CASCO URBANO,51803715,KARLA MARISOL MARTINEZ AVILA DE MELGAR,RAFAEL AUGUSTO RODR͇UEZ AGREDA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0503003446,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE EDUCACI BSICA Y BACHILLERATO POR MADUREZ.,COLONIA SAN VICENTE CAMPI,59593030,KARLA MARISOL MARTINEZ AVILA DE MELGAR,INGRID ARACELY ARƉALO REYES,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
0503003746,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL PILAR,2DA. AV. LOTE 138 C. PRINCIPAL DE ALDEA EL PILAR,53214588,KARLA MARISOL MARTINEZ AVILA DE MELGAR,CRISTOPHER RAFAEL RODR͇UEZ GALICIA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503003946,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACI DIVERSIFICADA,ESCUELA OFICIAL RURAL MIXTA. ALDEA EL PILAR,47369491,KARLA MARISOL MARTINEZ AVILA DE MELGAR,KATERIN DANIELA GARĆ BUCHN,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503004146,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACI DE ADULTOS BUGANVILIA,FINCA BUGANVILIA DEL INGENIO MAGDALENA.,42106990,KARLA MARISOL MARTINEZ AVILA DE MELGAR,MAGDA MIREA SILVA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D́ A LA SEMANA),ESCUINTLA
0503004246,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,6TA. AV. 1-55 CASCO URBANO,53214588,KARLA MARISOL MARTINEZ AVILA DE MELGAR,LILIAN AMARILIS URRUTIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D́ A LA SEMANA),ESCUINTLA
0503004746,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACI BSICA Y BACHILLERATO POR MADUREZ,FRENTE A COLONIA LA CAMPI,37571492,KARLA MARISOL MARTINEZ AVILA DE MELGAR,FREDY OSWALDO GONZLEZ RAM͒EZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
0503004846,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACI BSICA Y BACHILLERATO POR MADUREZ,FRENTE A COLONIA LA CAMPI,37571492,KARLA MARISOL MARTINEZ AVILA DE MELGAR,FREDY OSWALDO GONZLEZ RAM͒EZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0503005046,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5TA AV. Y 5TA C. A UN COSTADO DE LA IGLESIA CATOLICA,42432317,KARLA MARISOL MARTINEZ AVILA DE MELGAR,LILIAN AMARILIS URRUTIA GONZLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
0503005146,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5TA AV. Y 5TA C. A UN COSTADO DE LA IGLESIA CATOLICA,42432317,KARLA MARISOL MARTINEZ AVILA DE MELGAR,LILIAN AMARILIS URRUTIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503005346,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO,"2DA AV., LOTE 183, C. PRINCIPAL ALDEA EL PILAR",42432317,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ANA MAGALI BAEZA PAC,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN D́ A LA SEMANA),ESCUINTLA
0503005546,05-023,ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO,2DA. AV. LOTE 138 C. PRINCIPAL DE ALDEA EL PILAR,42432317,KARLA MARISOL MARTINEZ AVILA DE MELGAR,CRISTOPHER RAFAEL RODR͇UEZ GALICIA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503247046,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO DE EDUCACI DIVERSIFICADA POR COOPERATIVA DE ENSENZA,ALDEA EL PILAR,42158743,KARLA MARISOL MARTINEZ AVILA DE MELGAR,JOSƓGUADALUPE JUREZ MEJ́,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0503285346,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE DIVERSIFICADO LA DEMOCRACIA,2A. AV COLONIA SAN VICENTE LA CAMPI,55650524,KARLA MARISOL MARTINEZ AVILA DE MELGAR,NO CONOCIDO,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0503293046,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,FRENTE COLONIA LA CAMPI,78803015,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ANA VANESSA ARGUETA MOLINA,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0503298346,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE DIVERSIFICADO,2A. AV. Y 1A. C. COLONIA SAN VICENTE LA CAMPI,7880310778803096,KARLA MARISOL MARTINEZ AVILA DE MELGAR,NO CONOCIDO,MUNICIPAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
0504001746,05-009,ESCUINTLA,SIQUINALA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,3A. C. 3-95 COLONIA TIERRA VERDE,54825897,ENMANUEL IVAN ESTRADA ARROYO,ANTULIO DAGOBERTO CANO ESCALANTE,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0504002746,05-009,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,COLONIA TIERRA VERDE,41974942,ENMANUEL IVAN ESTRADA ARROYO,MARTA JUDITH LETONA LӐEZ,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0504003446,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACI BSICA Y DIVERSIFICADO PARA ADULTOS FUNDACI PANTALEON,INGENIO PANTALEON,55144947,JUAN ALBERTO MACHUCA ALVAREZ,MIRNA ELIZABETH BONILLA PⱰEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0504003646,05-009,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO MUNICIPAL DE EDUCACI BSICA Y BACHILLERATO POR MADUREZ,COLONIA TIERRA VERDE,41974942,ENMANUEL IVAN ESTRADA ARROYO,MARTA JUDITH LETONA LӐEZ,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0504003746,05-009,ESCUINTLA,SIQUINALA,COLEGIO BADEN POWELL,9A. C. 6-04,78802192,ENMANUEL IVAN ESTRADA ARROYO,GLENDA ISABEL GUZMN DE LA ROCA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0504003946,05-022,ESCUINTLA,SIQUINALA,INSTITUTO BASICO Y DIVERSIFICADO FUNDACI PANTALEON.,INGENIO PANTALEON,79688470,JUAN ALBERTO MACHUCA ALVAREZ,MIRNA ELIZABETH BONILLA PⱰEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0504004246,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6TA C. 5-58 ZONA 0,59463489,ENMANUEL IVAN ESTRADA ARROYO,MIRIAM CAROLINA CRUZ GONZALEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0504004346,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6TA C. 5-58 ZONA 0,59463489,ENMANUEL IVAN ESTRADA ARROYO,MIRIAM CAROLINA CRUZ GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
0504004846,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO.,6TA. C. 5-58 ZONA 0,59463489,ENMANUEL IVAN ESTRADA ARROYO,MIRIAM CAROLINA CRUZ GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
0504005046,05-009,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO MUNICIPAL DE EDUCACI BSICA Y BACHILLERATO POR MADUREZ.,COLONIA TIERRA VERDE,41974942,ENMANUEL IVAN ESTRADA ARROYO,MARTA JUDITH LETONA LӐEZ,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
0504005246,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACI BSICA Y DIVERSIFICADO PARA ADULTOS FUNDACI PANTALE,INGENIO PANTALE,55144947,JUAN ALBERTO MACHUCA ALVAREZ,MIRNA ELIZABETH BONILLA PⱰEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
0504005346,05-009,ESCUINTLA,SIQUINALA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,6A C. 5-58 ZONA 0,50199651,ENMANUEL IVAN ESTRADA ARROYO,MAŔ BERTILA SNCHEZ CAŔS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
0504005746,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACI BSICA Y DIVERSIFICADO PARA ADULTOS FUNDACI PANTALEON,KILOMETRO 87.5 CARRETERA AL PACICO,55144997,JUAN ALBERTO MACHUCA ALVAREZ,MIRNA ELIZABETH BONILLA PⱰEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,ESCUINTLA
0504206946,NO DISPONIBLE,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO DE EDUCACION POR COOPERATIVA,COLONIA TIERRA VERDE,00000000,NO CONOCIDO,NO CONOCIDO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA
0504244946,05-022,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACI BSICA Y DIVERSIFICADO PARA ADULTOS FUNDACI PANTALEON,INGENIO PANTALEON,55144947,JUAN ALBERTO MACHUCA ALVAREZ,MIRNA ELIZABETH BONILLA PⱰEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,ESCUINTLA
0504270146,05-009,ESCUINTLA,SIQUINALA,INSTITUTO PRIVADO TEOLOGICO DEL SUR,"1A. AV. LOTES 12 Y 13 MANZANA Q, COLONIA NUEVA ESPERANZA",78802398,ENMANUEL IVAN ESTRADA ARROYO,NO CONOCIDO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
0504293646,05-009,ESCUINTLA,SIQUINALA,INSTITUTO PRIVADO MIXTO TEOLOGICO DEL SUR,1A. AV. MANZANA Q LOTES 12 Y 13 COLONIA NUEVA ESPERANZA,41490423,ENMANUEL IVAN ESTRADA ARROYO,GLADIS UBILDA ORTIZ MAZARIEGOS,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
